Case ID,Policy Number,Client Number,Snapshot Date,Outstanding Amount,Cancellation Status,Cancelling Department,Cancelling Agent,Refund Type,Root Cause,Customer Contacted
DH001756,PET001756,CL000087,2025-12-31,16.36,Void,Customer Service,CS001,Cancellation from Renewal (Void),Agent Forgot,Yes
DH001757,PET001757,CL000054,2025-12-31,87.48,Cancelled,Retentions,RET023,Death of Pet,Agent Forgot,Yes
DH001758,PET001758,CL000119,2025-12-31,82.57,Void,Complaints,CMP001,Death of Pet,Payment Date Misunderstood,No
DH001759,PET001759,CL000074,2025-12-31,32.1,Void,Retentions,RET012,Cancellation from Renewal (Void),Refund Mailbox Delay,No
DH001760,PET001760,CL000150,2025-12-31,58.97,Void,Retentions,RET019,Death of Pet,Payment Date Misunderstood,No
DH001761,PET001761,CL000020,2025-12-31,5.69,Void,Customer Service,CS025,Cancellation from Renewal (Void),Waiting for Information,Yes
DH001762,PET001762,CL000115,2025-12-31,51.98,Cancelled,Retentions,RET019,Death of Pet,Agent Forgot,Yes
DH001763,PET001763,CL000148,2025-12-31,14.53,Cancelled,Retentions,RET009,Death of Pet,Agent Forgot,No
DH001764,PET001764,CL000009,2025-12-31,87.81,Cancelled,Claims,CLM010,Death of Pet,Waiting for Information,Yes
DH001765,PET001765,CL000041,2025-12-31,198.66,Cancelled,Claims,CLM002,Death of Pet,Payment Date Misunderstood,No
DH001766,PET001766,CL000016,2025-12-31,4.59,Void,Retentions,RET006,Cancellation from Renewal (Void),Agent Forgot,Yes
DH001767,PET001767,CL000151,2025-12-31,34.94,Cancelled,Retentions,RET015,Death of Pet,Payment Date Misunderstood,Yes
DH001768,PET001768,CL000094,2025-12-31,92.33,Cancelled,Retentions,RET023,Cancellation Before Premium Due,Refund Mailbox Delay,Yes
DH001769,PET001769,CL000048,2025-12-31,95.21,Cancelled,Complaints,CMP002,Death of Pet,Refund Mailbox Delay,No
DH001770,PET001770,CL000041,2025-12-31,17.71,Void,Retentions,RET012,Death of Pet,Refund Mailbox Delay,No
DH001771,PET001771,CL000016,2025-12-31,8.9,Cancelled,Retentions,RET023,Death of Pet,Agent Forgot,No
DH001772,PET001772,CL000178,2025-12-31,81.19,Cancelled,Retentions,RET029,Death of Pet,Refund Mailbox Delay,No
DH001773,PET001773,CL000138,2025-12-31,5.86,Void,Complaints,CMP002,Death of Pet,Payment Date Misunderstood,No
DH001774,PET001774,CL000149,2025-12-31,7.91,Void,Retentions,RET030,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001775,PET001775,CL000051,2025-12-31,4.87,Cancelled,Retentions,RET003,Death of Pet,Refund Mailbox Delay,No
DH001776,PET001776,CL000115,2025-12-31,49.44,Cancelled,Retentions,RET003,Death of Pet,Waiting for Information,Yes
DH001777,PET001777,CL000071,2025-12-31,16.05,Void,Customer Service,CS013,Death of Pet,Payment Date Misunderstood,Yes
DH001778,PET001778,CL000031,2025-12-31,40.66,Cancelled,Retentions,RET024,Death of Pet,Payment Date Misunderstood,No
DH001779,PET001779,CL000091,2025-12-31,93.0,Cancelled,Retentions,RET024,Death of Pet,Payment Date Misunderstood,No
DH001780,PET001780,CL000114,2025-12-31,33.66,Void,Retentions,RET020,Death of Pet,Refund Mailbox Delay,Yes
DH001781,PET001781,CL000140,2025-12-31,42.75,Cancelled,Customer Service,CS023,Cancellation Before Premium Due,Waiting for Information,No
DH001782,PET001782,CL000139,2025-12-31,11.67,Cancelled,Customer Service,CS007,Cancellation Before Premium Due,Agent Forgot,No
DH001783,PET001783,CL000025,2025-12-31,34.7,Void,Customer Service,CS022,Cancellation from Renewal (Void),Agent Forgot,No
DH001784,PET001784,CL000129,2025-12-31,67.97,Cancelled,Customer Service,CS006,Cancellation Before Premium Due,Waiting for Information,No
DH001785,PET001785,CL000045,2025-12-31,5.33,Cancelled,Customer Service,CS006,Death of Pet,Waiting for Information,No
DH001786,PET001786,CL000021,2025-12-31,69.6,Cancelled,Retentions,RET028,Death of Pet,Payment Date Misunderstood,No
DH001787,PET001787,CL000163,2025-12-31,40.28,Void,Customer Service,CS018,Death of Pet,Refund Mailbox Delay,No
DH001788,PET001788,CL000044,2025-12-31,62.29,Cancelled,Customer Service,CS020,Cancellation Before Premium Due,Agent Forgot,No
DH001789,PET001789,CL000178,2025-12-31,15.38,Void,Claims,CLM006,Cancellation from Renewal (Void),Agent Forgot,Yes
DH001790,PET001790,CL000073,2025-12-31,50.95,Void,Customer Service,CS003,Death of Pet,Agent Forgot,Yes
DH001791,PET001791,CL000119,2025-12-31,9.52,Void,Customer Service,CS014,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001792,PET001792,CL000103,2025-12-31,14.44,Cancelled,Retentions,RET027,Death of Pet,Payment Date Misunderstood,No
DH001793,PET001793,CL000183,2025-12-31,102.07,Cancelled,Retentions,RET006,Death of Pet,Refund Mailbox Delay,No
DH001794,PET001794,CL000173,2025-12-31,9.84,Cancelled,Claims,CLM002,Cancellation Before Premium Due,Waiting for Information,Yes
DH001795,PET001795,CL000112,2025-12-31,47.55,Void,Retentions,RET009,Death of Pet,Agent Forgot,No
DH001796,PET001796,CL000100,2025-12-31,29.07,Cancelled,Retentions,RET028,Cancellation Before Premium Due,Agent Forgot,Yes
DH001797,PET001797,CL000072,2025-12-31,90.44,Cancelled,Retentions,RET018,Death of Pet,Refund Mailbox Delay,No
DH001798,PET001798,CL000045,2025-12-31,17.32,Void,Retentions,RET008,Death of Pet,Payment Date Misunderstood,No
DH001799,PET001799,CL000089,2025-12-31,23.42,Void,Customer Service,CS015,Death of Pet,Waiting for Information,No
DH001800,PET001800,CL000195,2025-12-31,5.81,Cancelled,Retentions,RET017,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001801,PET001801,CL000001,2025-12-31,19.09,Cancelled,Customer Service,CS011,Cancellation Before Premium Due,Payment Date Misunderstood,Yes
DH001802,PET001802,CL000061,2025-12-31,33.6,Cancelled,Customer Service,CS008,Death of Pet,Agent Forgot,Yes
DH001803,PET001803,CL000163,2025-12-31,13.76,Cancelled,Claims,CLM005,Death of Pet,Waiting for Information,Yes
DH001804,PET001804,CL000167,2025-12-31,170.29,Cancelled,Claims,CLM003,Cancellation Before Premium Due,Agent Forgot,No
DH001805,PET001805,CL000018,2025-12-31,21.88,Void,Customer Service,CS017,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001806,PET001806,CL000148,2025-12-31,50.56,Void,Customer Service,CS021,Death of Pet,Payment Date Misunderstood,No
DH001807,PET001807,CL000087,2025-12-31,61.4,Cancelled,Retentions,RET017,Death of Pet,Agent Forgot,No
DH001808,PET001808,CL000104,2025-12-31,41.66,Cancelled,Customer Service,CS005,Cancellation Before Premium Due,Agent Forgot,No
DH001809,PET001809,CL000148,2025-12-31,88.81,Cancelled,Customer Service,CS015,Death of Pet,Payment Date Misunderstood,No
DH001810,PET001810,CL000100,2025-12-31,18.22,Void,Claims,CLM009,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001811,PET001811,CL000164,2025-12-31,10.89,Void,Retentions,RET005,Cancellation from Renewal (Void),Waiting for Information,Yes
DH001812,PET001812,CL000144,2025-12-31,38.01,Cancelled,Customer Service,CS015,Death of Pet,Refund Mailbox Delay,No
DH001813,PET001813,CL000042,2025-12-31,48.49,Cancelled,Retentions,RET007,Cancellation Before Premium Due,Agent Forgot,No
DH001814,PET001814,CL000146,2025-12-31,96.53,Cancelled,Retentions,RET011,Cancellation Before Premium Due,Payment Date Misunderstood,Yes
DH001815,PET001815,CL000002,2025-12-31,42.9,Void,Retentions,RET010,Death of Pet,Agent Forgot,No
DH001816,PET001816,CL000023,2025-12-31,61.88,Cancelled,Customer Service,CS023,Death of Pet,Agent Forgot,No
DH001817,PET001817,CL000098,2025-12-31,12.55,Void,Retentions,RET012,Cancellation from Renewal (Void),Agent Forgot,No
DH001818,PET001818,CL000144,2025-12-31,248.5,Cancelled,Claims,CLM003,Death of Pet,Payment Date Misunderstood,No
DH001819,PET001819,CL000099,2025-12-31,97.69,Cancelled,Retentions,RET029,Death of Pet,Payment Date Misunderstood,No
DH001820,PET001820,CL000169,2025-12-31,8.57,Cancelled,Retentions,RET015,Death of Pet,Agent Forgot,Yes
DH001821,PET001821,CL000011,2025-12-31,11.93,Cancelled,Retentions,RET021,Death of Pet,Agent Forgot,No
DH001822,PET001822,CL000045,2025-12-31,88.52,Cancelled,Claims,CLM006,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001823,PET001823,CL000149,2025-12-31,290.28,Cancelled,Customer Service,CS003,Death of Pet,Refund Mailbox Delay,No
DH001824,PET001824,CL000099,2025-12-31,58.58,Void,Retentions,RET002,Cancellation from Renewal (Void),Agent Forgot,Yes
DH001825,PET001825,CL000194,2025-12-31,99.71,Void,Claims,CLM005,Death of Pet,Payment Date Misunderstood,No
DH001826,PET001826,CL000086,2025-12-31,236.1,Void,Claims,CLM002,Death of Pet,Waiting for Information,No
DH001827,PET001827,CL000042,2025-12-31,68.7,Void,Retentions,RET030,Cancellation from Renewal (Void),Agent Forgot,Yes
DH001828,PET001828,CL000069,2025-12-31,26.21,Cancelled,Customer Service,CS008,Cancellation Before Premium Due,Agent Forgot,Yes
DH001829,PET001829,CL000063,2025-12-31,15.33,Cancelled,Customer Service,CS002,Death of Pet,Agent Forgot,No
DH001830,PET001830,CL000137,2025-12-31,89.49,Void,Retentions,RET001,Cancellation from Renewal (Void),Refund Mailbox Delay,No
DH001831,PET001831,CL000131,2025-12-31,14.76,Cancelled,Customer Service,CS016,Death of Pet,Waiting for Information,No
DH001832,PET001832,CL000033,2025-12-31,11.55,Cancelled,Customer Service,CS017,Death of Pet,Payment Date Misunderstood,No
DH001833,PET001833,CL000171,2025-12-31,126.99,Cancelled,Customer Service,CS013,Death of Pet,Agent Forgot,Yes
DH001834,PET001834,CL000019,2025-12-31,289.73,Void,Retentions,RET007,Death of Pet,Refund Mailbox Delay,No
DH001835,PET001835,CL000040,2025-12-31,39.49,Cancelled,Customer Service,CS008,Death of Pet,Agent Forgot,No
DH001836,PET001836,CL000119,2025-12-31,72.55,Cancelled,Customer Service,CS010,Death of Pet,Payment Date Misunderstood,No
DH001837,PET001837,CL000156,2025-12-31,54.79,Cancelled,Retentions,RET025,Death of Pet,Payment Date Misunderstood,Yes
DH001838,PET001838,CL000077,2025-12-31,9.8,Void,Complaints,CMP002,Cancellation from Renewal (Void),Agent Forgot,No
DH001839,PET001839,CL000009,2025-12-31,86.56,Void,Retentions,RET004,Death of Pet,Agent Forgot,Yes
DH001840,PET001840,CL000140,2025-12-31,11.34,Void,Customer Service,CS011,Death of Pet,Agent Forgot,No
DH001841,PET001841,CL000003,2025-12-31,48.79,Cancelled,Retentions,RET006,Death of Pet,Agent Forgot,No
DH001842,PET001842,CL000156,2025-12-31,120.47,Void,Customer Service,CS020,Death of Pet,Refund Mailbox Delay,No
DH001843,PET001843,CL000009,2025-12-31,92.87,Void,Retentions,RET016,Death of Pet,Agent Forgot,Yes
DH001844,PET001844,CL000135,2025-12-31,23.33,Void,Customer Service,CS024,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001845,PET001845,CL000126,2025-12-31,38.44,Void,Customer Service,CS016,Cancellation from Renewal (Void),Payment Date Misunderstood,Yes
DH001846,PET001846,CL000051,2025-12-31,53.67,Cancelled,Retentions,RET008,Death of Pet,Agent Forgot,No
DH001847,PET001847,CL000086,2025-12-31,87.21,Cancelled,Customer Service,CS019,Death of Pet,Agent Forgot,Yes
DH001848,PET001848,CL000076,2025-12-31,65.53,Cancelled,Retentions,RET020,Cancellation Before Premium Due,Agent Forgot,Yes
DH001849,PET001849,CL000137,2025-12-31,15.16,Cancelled,Claims,CLM001,Death of Pet,Waiting for Information,Yes
DH001850,PET001850,CL000009,2025-12-31,237.62,Cancelled,Complaints,CMP001,Cancellation Before Premium Due,Refund Mailbox Delay,Yes
DH001851,PET001851,CL000089,2025-12-31,3.84,Cancelled,Customer Service,CS003,Death of Pet,Agent Forgot,Yes
DH001852,PET001852,CL000025,2025-12-31,43.41,Cancelled,Customer Service,CS022,Death of Pet,Refund Mailbox Delay,Yes
DH001853,PET001853,CL000122,2025-12-31,3.21,Cancelled,Claims,CLM001,Death of Pet,Agent Forgot,No
DH001854,PET001854,CL000064,2025-12-31,89.43,Cancelled,Claims,CLM001,Cancellation Before Premium Due,Agent Forgot,Yes
DH001855,PET001855,CL000188,2025-12-31,5.38,Cancelled,Customer Service,CS013,Cancellation Before Premium Due,Waiting for Information,Yes
DH001856,PET001856,CL000139,2025-12-31,4.22,Cancelled,Retentions,RET029,Death of Pet,Agent Forgot,No
DH001857,PET001857,CL000088,2025-12-31,56.62,Void,Complaints,CMP003,Cancellation from Renewal (Void),Agent Forgot,No
DH001858,PET001858,CL000197,2025-12-31,74.37,Cancelled,Customer Service,CS002,Death of Pet,Payment Date Misunderstood,No
DH001859,PET001859,CL000186,2025-12-31,81.46,Void,Claims,CLM002,Death of Pet,Payment Date Misunderstood,No
DH001860,PET001860,CL000086,2025-12-31,32.15,Cancelled,Retentions,RET026,Death of Pet,Payment Date Misunderstood,No
DH001861,PET001861,CL000117,2025-12-31,83.62,Cancelled,Retentions,RET029,Cancellation Before Premium Due,Agent Forgot,No
DH001862,PET001862,CL000072,2025-12-31,39.06,Void,Retentions,RET018,Cancellation from Renewal (Void),Refund Mailbox Delay,Yes
DH001863,PET001863,CL000075,2025-12-31,12.95,Void,Retentions,RET008,Death of Pet,Waiting for Information,No
DH001864,PET001864,CL000105,2025-12-31,23.08,Cancelled,Retentions,RET001,Death of Pet,Waiting for Information,Yes
DH001865,PET001865,CL000005,2025-12-31,5.12,Cancelled,Customer Service,CS007,Death of Pet,Refund Mailbox Delay,Yes
DH001866,PET001866,CL000102,2025-12-31,27.36,Cancelled,Customer Service,CS021,Cancellation Before Premium Due,Agent Forgot,No
DH001867,PET001867,CL000151,2025-12-31,8.67,Void,Customer Service,CS006,Cancellation from Renewal (Void),Agent Forgot,Yes
DH001868,PET001868,CL000006,2025-12-31,66.95,Cancelled,Customer Service,CS015,Cancellation Before Premium Due,Waiting for Information,No
DH001869,PET001869,CL000148,2025-12-31,59.34,Void,Customer Service,CS014,Death of Pet,Payment Date Misunderstood,No
DH001870,PET001870,CL000076,2025-12-31,62.9,Cancelled,Complaints,CMP001,Death of Pet,Agent Forgot,No
DH001871,PET001871,CL000058,2025-12-31,14.98,Cancelled,Customer Service,CS020,Death of Pet,Payment Date Misunderstood,No
DH001872,PET001872,CL000196,2025-12-31,49.21,Cancelled,Claims,CLM006,Death of Pet,Payment Date Misunderstood,No
DH001873,PET001873,CL000061,2025-12-31,181.68,Cancelled,Claims,CLM005,Death of Pet,Agent Forgot,No
DH001874,PET001874,CL000104,2025-12-31,2.37,Cancelled,Retentions,RET017,Death of Pet,Payment Date Misunderstood,Yes
DH001875,PET001875,CL000174,2025-12-31,97.56,Cancelled,Retentions,RET002,Death of Pet,Payment Date Misunderstood,No
DH001876,PET001876,CL000054,2025-12-31,23.06,Cancelled,Customer Service,CS009,Death of Pet,Payment Date Misunderstood,No
DH001877,PET001877,CL000150,2025-12-31,7.37,Void,Retentions,RET021,Death of Pet,Payment Date Misunderstood,No
DH001878,PET001878,CL000110,2025-12-31,45.41,Cancelled,Retentions,RET011,Death of Pet,Agent Forgot,No
DH001879,PET001879,CL000176,2025-12-31,40.88,Void,Complaints,CMP004,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001880,PET001880,CL000165,2025-12-31,2.26,Void,Customer Service,CS007,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001881,PET001881,CL000055,2025-12-31,56.67,Void,Claims,CLM005,Death of Pet,Refund Mailbox Delay,No
DH001882,PET001882,CL000102,2025-12-31,279.15,Cancelled,Customer Service,CS006,Death of Pet,Payment Date Misunderstood,No
DH001883,PET001883,CL000185,2025-12-31,23.53,Void,Customer Service,CS001,Death of Pet,Payment Date Misunderstood,No
DH001884,PET001884,CL000045,2025-12-31,21.74,Void,Customer Service,CS020,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001885,PET001885,CL000083,2025-12-31,66.42,Cancelled,Claims,CLM001,Death of Pet,Agent Forgot,Yes
DH001886,PET001886,CL000057,2025-12-31,0.54,Cancelled,Claims,CLM004,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001887,PET001887,CL000186,2025-12-31,95.68,Void,Retentions,RET003,Cancellation from Renewal (Void),Agent Forgot,No
DH001888,PET001888,CL000103,2025-12-31,246.03,Cancelled,Retentions,RET018,Death of Pet,Payment Date Misunderstood,No
DH001889,PET001889,CL000129,2025-12-31,56.77,Cancelled,Retentions,RET016,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001890,PET001890,CL000166,2025-12-31,73.67,Cancelled,Customer Service,CS014,Death of Pet,Refund Mailbox Delay,No
DH001891,PET001891,CL000041,2025-12-31,0.88,Cancelled,Retentions,RET017,Cancellation Before Premium Due,Waiting for Information,No
DH001892,PET001892,CL000068,2025-12-31,245.79,Void,Retentions,RET016,Death of Pet,Refund Mailbox Delay,No
DH001893,PET001893,CL000125,2025-12-31,91.93,Void,Claims,CLM010,Death of Pet,Agent Forgot,Yes
DH001894,PET001894,CL000081,2025-12-31,50.72,Cancelled,Customer Service,CS005,Cancellation Before Premium Due,Agent Forgot,Yes
DH001895,PET001895,CL000057,2025-12-31,151.46,Cancelled,Retentions,RET018,Cancellation Before Premium Due,Refund Mailbox Delay,No
DH001896,PET001896,CL000087,2025-12-31,10.66,Cancelled,Retentions,RET015,Cancellation Before Premium Due,Refund Mailbox Delay,No
DH001897,PET001897,CL000050,2025-12-31,98.61,Void,Retentions,RET016,Death of Pet,Agent Forgot,Yes
DH001898,PET001898,CL000192,2025-12-31,29.67,Void,Customer Service,CS017,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001899,PET001899,CL000167,2025-12-31,23.2,Cancelled,Retentions,RET017,Death of Pet,Waiting for Information,No
DH001900,PET001900,CL000165,2025-12-31,22.24,Void,Customer Service,CS018,Death of Pet,Payment Date Misunderstood,No
DH001901,PET001901,CL000069,2025-12-31,41.87,Cancelled,Retentions,RET001,Death of Pet,Payment Date Misunderstood,No
DH001902,PET001902,CL000037,2025-12-31,25.37,Cancelled,Retentions,RET029,Cancellation Before Premium Due,Waiting for Information,No
DH001903,PET001903,CL000128,2025-12-31,76.14,Void,Customer Service,CS016,Death of Pet,Payment Date Misunderstood,No
DH001904,PET001904,CL000014,2025-12-31,27.86,Cancelled,Claims,CLM003,Cancellation Before Premium Due,Agent Forgot,Yes
DH001905,PET001905,CL000084,2025-12-31,2.16,Void,Retentions,RET017,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001906,PET001906,CL000052,2025-12-31,46.49,Void,Retentions,RET025,Cancellation from Renewal (Void),Refund Mailbox Delay,No
DH001907,PET001907,CL000116,2025-12-31,2.83,Cancelled,Retentions,RET030,Death of Pet,Agent Forgot,Yes
DH001908,PET001908,CL000178,2025-12-31,11.95,Cancelled,Customer Service,CS001,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001909,PET001909,CL000198,2025-12-31,12.66,Cancelled,Customer Service,CS019,Death of Pet,Refund Mailbox Delay,No
DH001910,PET001910,CL000093,2025-12-31,20.82,Cancelled,Retentions,RET007,Cancellation Before Premium Due,Agent Forgot,No
DH001911,PET001911,CL000004,2026-01-31,29.94,Void,Retentions,RET009,Cancellation from Renewal (Void),Agent Forgot,No
DH001912,PET001912,CL000036,2026-01-31,71.62,Void,Retentions,RET021,Cancellation from Renewal (Void),Refund Mailbox Delay,No
DH001913,PET001913,CL000196,2026-01-31,5.45,Void,Claims,CLM008,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001914,PET001914,CL000113,2026-01-31,73.56,Void,Customer Service,CS004,Death of Pet,Waiting for Information,No
DH001915,PET001915,CL000185,2026-01-31,10.16,Cancelled,Claims,CLM006,Cancellation Before Premium Due,Waiting for Information,Yes
DH001916,PET001916,CL000041,2026-01-31,40.66,Cancelled,Retentions,RET021,Cancellation Before Premium Due,Agent Forgot,No
DH001917,PET001917,CL000118,2026-01-31,29.23,Cancelled,Retentions,RET028,Death of Pet,Payment Date Misunderstood,No
